t;x;vx;ax;frame;px;K;
3,268;0,128;4,286E-2;0,130;336;4,286E-2;9,187E-4
3,285;0,129;3,782E-2;-0,389;337;3,782E-2;7,152E-4
3,302;0,129;3,026E-2;0,173;338;3,026E-2;4,577E-4
3,318;0,130;4,034E-2;1,037;339;4,034E-2;8,170E-4
3,335;0,131;6,808E-2;0,821;340;6,808E-2;2,330E-3
3,352;0,132;7,060E-2;-0,605;341;7,060E-2;2,495E-3
3,369;0,133;4,539E-2;-8,645E-2;342;4,539E-2;1,033E-3
3,385;0,134;6,051E-2;0,951;343;6,051E-2;1,860E-3
3,402;0,135;8,825E-2;0,475;344;8,825E-2;3,907E-3
3,419;0,137;7,312E-2;-0,475;345;7,312E-2;2,673E-3
3,435;0,138;6,808E-2;0,475;346;6,808E-2;2,317E-3
3,452;0,139;9,077E-2;1,037;347;9,077E-2;4,132E-3
3,469;0,141;0,106;0,951;348;0,106;5,620E-3
3,485;0,142;0,119;-0,130;349;0,119;7,022E-3
3,502;0,145;0,108;-0,908;350;0,108;5,878E-3
3,519;0,146;8,069E-2;-1,556;351;8,069E-2;3,255E-3
3,535;0,147;6,051E-2;-0,692;352;6,051E-2;1,831E-3
3,552;0,148;5,295E-2;0,216;353;5,295E-2;1,402E-3
3,569;0,149;7,060E-2;0,951;354;7,060E-2;2,492E-3
3,585;0,150;8,573E-2;0,259;355;8,573E-2;3,678E-3
3,602;0,152;8,069E-2;8,645E-2;356;8,069E-2;3,258E-3
3,619;0,153;8,321E-2;0,475;357;8,321E-2;3,462E-3
3,635;0,155;0,101;1,556;358;0,101;5,099E-3
3,652;0,156;0,131;0,346;359;0,131;8,608E-3
3,669;0,159;0,124;-0,562;360;0,124;7,632E-3
3,685;0,161;9,834E-2;-0,821;361;9,834E-2;4,835E-3
3,702;0,162;0,103;0,130;362;0,103;5,344E-3
3,719;0,164;0,101;-0,432;363;0,101;5,086E-3
3,735;0,166;9,077E-2;-0,864;364;9,077E-2;4,120E-3
3,752;0,167;7,060E-2;-0,692;365;7,060E-2;2,505E-3
3,769;0,168;6,556E-2;-0,346;366;6,556E-2;2,162E-3
3,785;0,169;6,304E-2;4,322E-2;367;6,304E-2;1,987E-3
3,802;0,170;6,304E-2;-4,322E-2;368;6,304E-2;1,987E-3
3,819;0,171;6,556E-2;0,259;369;6,556E-2;2,149E-3
3,835;0,172;6,808E-2;-0,130;370;6,808E-2;2,317E-3
3,852;0,174;6,556E-2;-0,692;371;6,556E-2;2,149E-3
3,869;0,174;4,286E-2;-0,908;372;4,286E-2;9,187E-4
3,885;0,175;3,278E-2;-0,735;373;3,278E-2;6,167E-4
3,902;0,176;2,269E-2;2,550;374;2,269E-2;3,370E-4
3,919;0,176;0,101;1,643;375;0,101;5,242E-3
3,935;0,179;0,116;-2,161;376;0,116;6,930E-3
3,952;0,180;0,000;-3,977;377;0,000;0,000
3,969;0,179;-2,017E-2;-0,173;378;-2,017E-2;2,066E-4
3,986;0,179;5,043E-3;1,729;379;5,043E-3;2,543E-5
4,002;0,179;3,278E-2;0,994;380;3,278E-2;5,658E-4
4,019;0,180;4,539E-2;-0,173;381;4,539E-2;1,033E-3
4,036;0,181;2,269E-2;-0,908;382;2,269E-2;2,575E-4
4,052;0,181;1,261E-2;0,389;383;1,261E-2;9,219E-5
4,069;0,181;3,530E-2;0,173;384;3,530E-2;7,025E-4
4,086;0,182;2,774E-2;-1,254;385;2,774E-2;4,132E-4
4,102;0,182;-1,513E-2;-1,729;386;-1,513E-2;1,272E-4
4,119;0,181;-3,026E-2;-0,519;387;-3,026E-2;4,609E-4
4,136;0,181;-3,026E-2;0,000;388;-3,026E-2;4,705E-4
4,152;0,180;-3,026E-2;-0,519;389;-3,026E-2;4,864E-4
4,169;0,180;-4,539E-2;-0,432;390;-4,539E-2;1,043E-3
4,186;0,179;-5,043E-2;0,259;391;-5,043E-2;1,275E-3
4,202;0,178;-3,278E-2;0,735;392;-3,278E-2;5,499E-4
4,219;0,178;-2,521E-2;0,346;393;-2,521E-2;3,211E-4
4,236;0,177;-2,269E-2;0,216;394;-2,269E-2;2,575E-4
4,252;0,177;-1,765E-2;-4,322E-2;395;-1,765E-2;1,558E-4
4,269;0,177;-2,269E-2;-0,389;396;-2,269E-2;2,575E-4
4,286;0,176;-3,278E-2;-0,475;397;-3,278E-2;5,372E-4
4,302;0,176;-3,782E-2;-0,130;398;-3,782E-2;7,152E-4
4,319;0,175;-3,782E-2;-0,216;399;-3,782E-2;7,152E-4
4,336;0,174;-4,286E-2;-0,303;400;-4,286E-2;9,219E-4
4,352;0,174;-5,043E-2;-0,173;401;-5,043E-2;1,284E-3
4,369;0,173;-4,791E-2;0,389;402;-4,791E-2;1,151E-3
4,386;0,172;-3,782E-2;0,303;403;-3,782E-2;7,184E-4
4,402;0,172;-3,530E-2;0,000;404;-3,530E-2;6,262E-4
4,419;0,171;-4,034E-2;-1,037;405;-4,034E-2;8,138E-4
4,436;0,170;-6,556E-2;-0,778;406;-6,556E-2;2,149E-3
4,452;0,169;-7,564E-2;-0,432;407;-7,564E-2;2,861E-3
